#scalar perturbations for mode k = 7.010000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_rho_fld       23:rho_plus_p_theta_fld    24:delta_p_fld        
       8.776686730922e+03       3.402144649683e-01      -3.022424703794e-01      -1.221590386134e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.947528394998e+03       1.109603916783e+00       7.777248942317e-02       7.459417538269e-02      -2.983767015307e-01      -1.685470863107e-07       0.000000000000e+00      -5.022987459397e+03       1.110117036822e+00      -1.429128890200e+02       6.501329989464e-02       2.075928840012e-04       4.869502777843e-04      -2.998899278454e-05       4.719307294409e-08      -2.997599741495e-05 
       8.789387678554e+03       3.412148942322e-01      -3.022239671496e-01      -1.211484818925e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.961631541144e+03       1.111198034143e+00       7.779842637727e-02       7.459382363654e-02      -2.983752945462e-01      -1.638123210664e-07       0.000000000000e+00      -5.037097114613e+03       1.111709887312e+00      -1.437405798838e+02       6.532216750041e-02       2.064182769539e-04       4.841052030101e-04      -3.005995944839e-05       4.725795097665e-08      -3.004696002980e-05 
       8.799484105960e+03       3.420115094541e-01      -3.022093526868e-01      -1.203433466178e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.972857071103e+03       1.112465542378e+00       7.781918465153e-02       7.459355115362e-02      -2.983742046145e-01      -1.600041802623e-07       0.000000000000e+00      -5.048327807390e+03       1.112976391008e+00      -1.444013433575e+02       6.556866184730e-02       2.054902418287e-04       4.818575188438e-04      -3.011646654970e-05       4.730961647397e-08      -3.010346386478e-05 
       8.809580533367e+03       3.428093132034e-01      -3.021948212689e-01      -1.195800137788e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.984095399646e+03       1.113733308366e+00       7.784006757785e-02       7.459328492946e-02      -2.983731397178e-01      -1.565909822595e-07       0.000000000000e+00      -5.059571288621e+03       1.114243154702e+00      -1.450645998577e+02       6.581601512925e-02       2.045672181471e-04       4.796221203962e-04      -3.017304682423e-05       4.735934257753e-08      -3.016004138562e-05 
       8.819676960774e+03       3.436083077678e-01      -3.021803684483e-01      -1.188786960145e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.995346529402e+03       1.115001333899e+00       7.786107470614e-02       7.459302392923e-02      -2.983720957169e-01      -1.537749533856e-07       0.000000000000e+00      -5.070827560958e+03       1.115510180179e+00      -1.457303581269e+02       6.606423144870e-02       2.036491732822e-04       4.773989336747e-04      -3.022967626005e-05       4.740621264917e-08      -3.021666883049e-05 
       8.829773388181e+03       3.444084955023e-01      -3.021659895183e-01      -1.182336904592e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.006610463001e+03       1.116269620715e+00       7.788220552538e-02       7.459276705337e-02      -2.983710682135e-01      -1.514991366419e-07       0.000000000000e+00      -5.082096627050e+03       1.116777469172e+00      -1.463986268860e+02       6.631331481028e-02       2.027360750945e-04       4.751878776120e-04      -3.028632811467e-05       4.745052098572e-08      -3.027331937416e-05 
       8.841848976683e+03       3.453671110693e-01      -3.021488859437e-01      -1.174911691813e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.020099237742e+03       1.117786870258e+00       7.790764114644e-02       7.459246458740e-02      -2.983698583496e-01      -1.490364711323e-07       0.000000000000e+00      -5.095591527176e+03       1.118293528214e+00      -1.472012036011e+02       6.661236977922e-02       2.016504345470e-04       4.725592043774e-04      -3.035409024798e-05       4.750225782479e-08      -3.034108025294e-05 
       8.851891715564e+03       3.461656553082e-01      -3.021347394873e-01      -1.168579025594e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.031331217928e+03       1.119048988862e+00       7.792893049330e-02       7.459221704457e-02      -2.983688681783e-01      -1.468062468325e-07       0.000000000000e+00      -5.106828590637e+03       1.119554659150e+00      -1.478714265010e+02       6.686203443894e-02       2.007528731019e-04       4.703860702767e-04      -3.041044899028e-05       4.754606804424e-08      -3.039743771140e-05 
       8.861934454445e+03       3.469653875967e-01      -3.021206649810e-01      -1.161732596699e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.042575874548e+03       1.120311371396e+00       7.795034404805e-02       7.459197353420e-02      -2.983678941368e-01      -1.440399732763e-07       0.000000000000e+00      -5.118078320625e+03       1.120816056206e+00      -1.485441610581e+02       6.711256936898e-02       1.998601062222e-04       4.682246846000e-04      -3.046682631909e-05       4.759226071822e-08      -3.045381308140e-05 
       8.871977193326e+03       3.477663102863e-01      -3.021066668719e-01      -1.154256611958e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.053833210272e+03       1.121574019623e+00       7.797188358735e-02       7.459173524223e-02      -2.983669409689e-01      -1.406219688377e-07       0.000000000000e+00      -5.129340719832e+03       1.122077721138e+00      -1.492194160751e+02       6.736397866152e-02       1.989721030218e-04       4.660749733339e-04      -3.052324694169e-05       4.764133183383e-08      -3.051023093624e-05 
       8.882019932206e+03       3.485684257949e-01      -3.020927492355e-01      -1.146289189042e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.065103227772e+03       1.122836935357e+00       7.799355079859e-02       7.459150326157e-02      -2.983660130463e-01      -1.366904633382e-07       0.000000000000e+00      -5.140615790950e+03       1.123339655757e+00      -1.498972003433e+02       6.761626644014e-02       1.980888330250e-04       4.639368556962e-04      -3.057973448685e-05       4.769262734316e-08      -3.056671508509e-05 
       8.893153435394e+03       3.494590580320e-01      -3.020774153510e-01      -1.137304148894e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.077612133109e+03       1.124237334190e+00       7.801772170272e-02       7.459125388092e-02      -2.983650155237e-01      -1.321540564639e-07       0.000000000000e+00      -5.153130287288e+03       1.124738969452e+00      -1.506515676166e+02       6.789698803640e-02       1.971151231485e-04       4.615799606071e-04      -3.064245031220e-05       4.775017202814e-08      -3.062942693651e-05 
       8.904286938582e+03       3.503511625414e-01      -3.020621821212e-01      -1.128635442558e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.090136631627e+03       1.125638066639e+00       7.804205169787e-02       7.459101288495e-02      -2.983640515398e-01      -1.279071960556e-07       0.000000000000e+00      -5.165660364741e+03       1.126138619426e+00      -1.514090663672e+02       6.817879995827e-02       1.961471526543e-04       4.592371139304e-04      -3.070525752400e-05       4.780629814937e-08      -3.069223053604e-05 
       8.915420441769e+03       3.512447425708e-01      -3.020470447855e-01      -1.120617394620e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.102676727050e+03       1.127039135244e+00       7.806654051320e-02       7.459077918220e-02      -2.983631167288e-01      -1.242843424921e-07       0.000000000000e+00      -5.178206027061e+03       1.127538608210e+00      -1.521697087412e+02       6.846170792807e-02       1.951848810892e-04       4.569082227212e-04      -3.076813181582e-05       4.785953821832e-08      -3.075510197565e-05 
       8.926553944957e+03       3.521398014667e-01      -3.020319974082e-01      -1.113263293669e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.115232423141e+03       1.128440542505e+00       7.809118758978e-02       7.459055138724e-02      -2.983622055490e-01      -1.212989099761e-07       0.000000000000e+00      -5.190767278042e+03       1.128938938296e+00      -1.529335069875e+02       6.874571765399e-02       1.942282681555e-04       4.545931843250e-04      -3.083104168843e-05       4.790986802388e-08      -3.081800976048e-05 
       8.934225967021e+03       3.527574429749e-01      -3.020216789187e-01      -1.108463591648e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.123893549610e+03       1.129406441013e+00       7.810826386398e-02       7.459039745583e-02      -2.983615898233e-01      -1.194942687444e-07       0.000000000000e+00      -5.199432225373e+03       1.129904096068e+00      -1.534616774011e+02       6.894207084843e-02       1.935723474850e-04       4.530059106907e-04      -3.087440069847e-05       4.794339679933e-08      -3.086136762861e-05 
       8.941897989086e+03       3.533757894674e-01      -3.020114004871e-01      -1.103676752448e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.132562087103e+03       1.130372502308e+00       7.812541537074e-02       7.459024574365e-02      -2.983609829746e-01      -1.176900176931e-07       0.000000000000e+00      -5.208104578051e+03       1.130869417876e+00      -1.539913563028e+02       6.913895184277e-02       1.929190816672e-04       4.514251283309e-04      -3.091775994432e-05       4.797689390904e-08      -3.090472572711e-05 
       8.949570011150e+03       3.539948420184e-01      -3.020011626932e-01      -1.098712889260e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.141238036876e+03       1.131338727190e+00       7.814264256011e-02       7.459009642727e-02      -2.983603857091e-01      -1.156963251349e-07       0.000000000000e+00      -5.216784337340e+03       1.131834904518e+00      -1.545225477566e+02       6.933636246453e-02       1.922684578350e-04       4.498508094644e-04      -3.096112216136e-05       4.801118711183e-08      -3.094808656657e-05 
       8.957242033214e+03       3.546146017200e-01      -3.019909669649e-01      -1.093426486222e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.149921400177e+03       1.132305116465e+00       7.815994609526e-02       7.458994989513e-02      -2.983597995805e-01      -1.133677297813e-07       0.000000000000e+00      -5.225471504498e+03       1.132800556800e+00      -1.550552558038e+02       6.953430455598e-02       1.916204632786e-04       4.482829247810e-04      -3.100449556735e-05       4.804690143929e-08      -3.099145819551e-05 
       8.969373084929e+03       3.555960156458e-01      -3.019749355385e-01      -1.084313704699e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.163666723068e+03       1.133833514942e+00       7.818746417873e-02       7.458972502684e-02      -2.983589001073e-01      -1.089067577042e-07       0.000000000000e+00      -5.239222830546e+03       1.134327792474e+00      -1.559006815835e+02       6.984838089788e-02       1.906011863105e-04       4.458168281969e-04      -3.107312700565e-05       4.810665594753e-08      -3.106008590662e-05 
       8.981504136643e+03       3.565792049125e-01      -3.019590211422e-01      -1.074440551665e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.177430589395e+03       1.135362329814e+00       7.821517809901e-02       7.458951028683e-02      -2.983580411473e-01      -1.036548639049e-07       0.000000000000e+00      -5.252992685943e+03       1.135855447640e+00      -1.567499250994e+02       7.016379815107e-02       1.895884027276e-04       4.433666040891e-04      -3.114185458106e-05       4.816968297574e-08      -3.112880883655e-05 
