#scalar perturbations for mode k = 7.010000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_rho_fld       23:rho_plus_p_theta_fld    24:delta_p_fld        
       8.273326887949e+03       3.020291657825e-01      -3.030780269931e-01      -1.576793583476e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.404833084589e+03       1.046716721945e+00       7.688765033929e-02       7.461328052265e-02      -2.984531220906e-01      -2.795808791092e-07       0.000000000000e+00      -4.480020738170e+03       1.047283044004e+00      -1.130920994520e+02       5.377780088648e-02       2.613681986754e-04       6.175019199357e-04      -2.722970134349e-05       4.490970185830e-08      -2.721675988913e-05 
       8.286042142855e+03       3.029596277021e-01      -3.030543539900e-01      -1.568775490018e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.418152415934e+03       1.048299063604e+00       7.690684227435e-02       7.461268888303e-02      -2.984507555321e-01      -2.784911934957e-07       0.000000000000e+00      -4.493347261419e+03       1.048863966753e+00      -1.137775558452e+02       5.403911270872e-02       2.598156203872e-04       6.137251465855e-04      -2.729799806837e-05       4.495918310287e-08      -2.728505823983e-05 
       8.298757397761e+03       3.038918119646e-01      -3.030308155643e-01      -1.559499210601e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.431491868975e+03       1.049881693844e+00       7.692618410028e-02       7.461210119862e-02      -2.984484047945e-01      -2.761059145825e-07       0.000000000000e+00      -4.506693888348e+03       1.050445182109e+00      -1.144663418063e+02       5.430151481438e-02       2.582741968625e-04       6.099759787275e-04      -2.736631778180e-05       4.501632322371e-08      -2.735337734046e-05 
       8.309181869441e+03       3.046573409528e-01      -3.030116251954e-01      -1.550843509693e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.442443096244e+03       1.051179414112e+00       7.694215561511e-02       7.461162419736e-02      -2.984464967894e-01      -2.730716137474e-07       0.000000000000e+00      -4.517650983651e+03       1.051741745395e+00      -1.150335294899e+02       5.451745980430e-02       2.570187307370e-04       6.069226883693e-04      -2.742242330208e-05       4.506945902302e-08      -2.740948052838e-05 
       8.319606341120e+03       3.054240317616e-01      -3.029925359012e-01      -1.541841265124e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.453407852571e+03       1.052477331553e+00       7.695823185373e-02       7.461115270443e-02      -2.984446108177e-01      -2.696651755268e-07       0.000000000000e+00      -4.528621595966e+03       1.053038508546e+00      -1.156029721295e+02       5.473414464415e-02       2.557706455386e-04       6.038876716642e-04      -2.747866333259e-05       4.512466733868e-08      -2.746571761419e-05 
       8.330030812800e+03       3.061918863381e-01      -3.029735470833e-01      -1.533330519579e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.464386140020e+03       1.053775447706e+00       7.697441326820e-02       7.461068665966e-02      -2.984427466386e-01      -2.667243788858e-07       0.000000000000e+00      -4.539605727384e+03       1.054335473094e+00      -1.161746774545e+02       5.495157256804e-02       2.545298894769e-04       6.008707943955e-04      -2.753503546003e-05       4.517703669407e-08      -2.752208759393e-05 
       8.340455284480e+03       3.069609067039e-01      -3.029546531247e-01      -1.525926158871e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.475377960673e+03       1.055073764078e+00       7.699069906028e-02       7.461022474922e-02      -2.984408989969e-01      -2.648638604448e-07       0.000000000000e+00      -4.550603380015e+03       1.055632640541e+00      -1.167486532319e+02       5.516974682170e-02       2.532964111889e-04       5.978719113859e-04      -2.759148843462e-05       4.522303796746e-08      -2.757854022580e-05 
       8.350879756159e+03       3.077310948142e-01      -3.029358462183e-01      -1.519663406255e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.486383316632e+03       1.056372282099e+00       7.700708788595e-02       7.460976511214e-02      -2.984390604486e-01      -2.641187435492e-07       0.000000000000e+00      -4.561614555989e+03       1.056930012311e+00      -1.173249072643e+02       5.538867063322e-02       2.520701597092e-04       5.948908934505e-04      -2.764794922793e-05       4.526254763575e-08      -2.763500251121e-05 
       8.361304227839e+03       3.085024525698e-01      -3.029171205080e-01      -1.513954151347e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.497402210009e+03       1.057671003117e+00       7.702357889041e-02       7.460930637513e-02      -2.984372255005e-01      -2.639008151057e-07       0.000000000000e+00      -4.572639257446e+03       1.058227589746e+00      -1.179034473858e+02       5.560834714519e-02       2.508510844859e-04       5.919276252684e-04      -2.770436291154e-05       4.529902375250e-08      -2.769141852804e-05 
       8.373346025239e+03       3.093949426963e-01      -3.028955893461e-01      -1.506893844992e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.510147505424e+03       1.059171471232e+00       7.704275609583e-02       7.460877738648e-02      -2.984351095459e-01      -2.631506903775e-07       0.000000000000e+00      -4.585391247227e+03       1.059726740166e+00      -1.185746022017e+02       5.586304676691e-02       2.494517404447e-04       5.885265433078e-04      -2.776946609449e-05       4.534402626446e-08      -2.775652355362e-05 
       8.385387822640e+03       3.102889993676e-01      -3.028741724019e-01      -1.498341388623e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.522910870816e+03       1.060672214058e+00       7.706207288545e-02       7.460825133261e-02      -2.984330053304e-01      -2.608727267933e-07       0.000000000000e+00      -4.598161291139e+03       1.061226168839e+00      -1.192488301579e+02       5.611875972568e-02       2.480618286377e-04       5.851487647250e-04      -2.783457499147e-05       4.539770492491e-08      -2.782163178477e-05 
       8.397429620040e+03       3.111846256902e-01      -3.028528827420e-01      -1.488319647567e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.535692309833e+03       1.062173234098e+00       7.708153348214e-02       7.460773162278e-02      -2.984309264911e-01      -2.570899025482e-07       0.000000000000e+00      -4.610949392877e+03       1.062725878255e+00      -1.199261447086e+02       5.637549164358e-02       2.466812655969e-04       5.817940949371e-04      -2.789980707935e-05       4.545980808409e-08      -2.788686077836e-05 
       8.405451562215e+03       3.117821420068e-01      -3.028387742465e-01      -1.481181587467e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.544217014501e+03       1.063173330671e+00       7.709457879953e-02       7.460738987138e-02      -2.984295594855e-01      -2.540882343395e-07       0.000000000000e+00      -4.619478527331e+03       1.063725103680e+00      -1.203790725423e+02       5.654708760169e-02       2.457667274064e-04       5.795720384728e-04      -2.794336188679e-05       4.550380364648e-08      -2.793041276444e-05 
       8.413473504389e+03       3.123803571834e-01      -3.028247269270e-01      -1.474182410953e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.552749742412e+03       1.064173552021e+00       7.710768981983e-02       7.460705221328e-02      -2.984282088531e-01      -2.512094949206e-07       0.000000000000e+00      -4.628015678046e+03       1.064724455442e+00      -1.208333788699e+02       5.671913944822e-02       2.448562851616e-04       5.773601051740e-04      -2.798700496501e-05       4.554702989783e-08      -2.797405323050e-05 
       8.421495446564e+03       3.129792721745e-01      -3.028107384503e-01      -1.467700125181e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.561290494553e+03       1.065173898883e+00       7.712086624663e-02       7.460671810795e-02      -2.984268724318e-01      -2.488316559913e-07       0.000000000000e+00      -4.636560846022e+03       1.065723934274e+00      -1.212890672839e+02       5.689164877690e-02       2.439499173697e-04       5.751582353694e-04      -2.803072056105e-05       4.558738451321e-08      -2.801776702040e-05 
       8.429517388738e+03       3.135788879582e-01      -3.027968049395e-01      -1.461959398460e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.569839271923e+03       1.066174371972e+00       7.713410739893e-02       7.460638662907e-02      -2.984255465163e-01      -2.471793924448e-07       0.000000000000e+00      -4.645114032269e+03       1.066723540887e+00      -1.217461414157e+02       5.706461718287e-02       2.430476025124e-04       5.729663662650e-04      -2.807448049392e-05       4.562364600204e-08      -2.806152629813e-05 
       8.438259715320e+03       3.142331493964e-01      -3.027816776620e-01      -1.456551091925e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.579164884255e+03       1.067264833859e+00       7.714861039683e-02       7.460602714750e-02      -2.984241085900e-01      -2.462084854259e-07       0.000000000000e+00      -4.654444441496e+03       1.067813060252e+00      -1.222458440162e+02       5.725364318848e-02       2.420688472665e-04       5.705889889595e-04      -2.812218161283e-05       4.565852802507e-08      -2.810922800353e-05 
       8.447002041901e+03       3.148882454291e-01      -3.027666065839e-01      -1.451766667280e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.588500030421e+03       1.068355447324e+00       7.716318871262e-02       7.460566862065e-02      -2.984226744826e-01      -2.458424109368e-07       0.000000000000e+00      -4.663784376326e+03       1.068902733036e+00      -1.227472015483e+02       5.744321830191e-02       2.410948520970e-04       5.682233633538e-04      -2.816986257755e-05       4.569005998906e-08      -2.815691048689e-05 
       8.455744368483e+03       3.155441772700e-01      -3.027515895687e-01      -1.447152558724e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.597844711749e+03       1.069446213190e+00       7.717784218773e-02       7.460531056975e-02      -2.984212422790e-01      -2.456275555102e-07       0.000000000000e+00      -4.673133838102e+03       1.069992560055e+00      -1.232502188129e+02       5.763334443167e-02       2.401255894322e-04       5.658694223377e-04      -2.821750637747e-05       4.572076684577e-08      -2.820455602005e-05 
       8.463008199936e+03       3.160898150864e-01      -3.027391534198e-01      -1.443103226046e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.605616281754e+03       1.070352626093e+00       7.719007493787e-02       7.460501349405e-02      -2.984200539762e-01      -2.452189360197e-07       0.000000000000e+00      -4.680909373851e+03       1.070898194282e+00      -1.236694318688e+02       5.779173699488e-02       2.393238289092e-04       5.639224135685e-04      -2.825706635675e-05       4.574754717379e-08      -2.824411706611e-05 
       8.470272031389e+03       3.166360315182e-01      -3.027267558845e-01      -1.438564058600e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.613394436175e+03       1.071259145255e+00       7.720236037634e-02       7.460471714009e-02      -2.984188685604e-01      -2.443072775463e-07       0.000000000000e+00      -4.688691488364e+03       1.071803936030e+00      -1.240897968582e+02       5.795051238958e-02       2.385253008608e-04       5.619833769476e-04      -2.829661699293e-05       4.577706992533e-08      -2.828366798033e-05 
       8.477535862843e+03       3.171828273041e-01      -3.027143999436e-01      -1.433397036545e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.621179175785e+03       1.072165771179e+00       7.721469946654e-02       7.460442228506e-02      -2.984176891403e-01      -2.427545751756e-07       0.000000000000e+00      -4.696480182425e+03       1.072709785801e+00      -1.245113165721e+02       5.810967182434e-02       2.377299896275e-04       5.600522689539e-04      -2.833618035410e-05       4.581006230820e-08      -2.832323062679e-05 
       8.484799694296e+03       3.177302031368e-01      -3.027020887621e-01      -1.427612604767e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.628970501357e+03       1.073072504395e+00       7.722709321763e-02       7.460412975197e-02      -2.984165190079e-01      -2.405713070809e-07       0.000000000000e+00      -4.704275456814e+03       1.073615744121e+00      -1.249339937951e+02       5.826921652060e-02       2.369378797272e-04       5.581290549084e-04      -2.837578057283e-05       4.584643739980e-08      -2.836282916452e-05 
       8.494855178877e+03       3.184889063376e-01      -3.026851243427e-01      -1.418957721410e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.639767078535e+03       1.074327893732e+00       7.724434186954e-02       7.460372977169e-02      -2.984149190868e-01      -2.368799335906e-07       0.000000000000e+00      -4.715077491150e+03       1.074870062825e+00      -1.255210314562e+02       5.849071623959e-02       2.358465954271e-04       5.554796689255e-04      -2.843069898199e-05       4.590031685621e-08      -2.841774423631e-05 
       8.503446886813e+03       3.191380482648e-01      -3.026707072306e-01      -1.411507348061e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.649004327663e+03       1.075400739463e+00       7.725916712311e-02       7.460339407588e-02      -2.984135763035e-01      -2.336505224966e-07       0.000000000000e+00      -4.724319392539e+03       1.075941996118e+00      -1.260247939430e+02       5.868069051180e-02       2.349200888689e-04       5.532278100787e-04      -2.847775299593e-05       4.594666111308e-08      -2.846479529889e-05 
       8.508761290352e+03       3.195399831450e-01      -3.026618218570e-01      -1.407069659830e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.654722197928e+03       1.076064417644e+00       7.726837610191e-02       7.460318838799e-02      -2.984127535520e-01      -2.318145020970e-07       0.000000000000e+00      -4.730040136921e+03       1.076605110701e+00      -1.263371349692e+02       5.879844258001e-02       2.343489857718e-04       5.518403598556e-04      -2.850689537068e-05       4.597441813172e-08      -2.849393609845e-05 
       8.514075693891e+03       3.199422301872e-01      -3.026529615704e-01      -1.402892845587e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.660443695426e+03       1.076728156262e+00       7.727761518517e-02       7.460298429659e-02      -2.984119371863e-01      -2.302322981105e-07       0.000000000000e+00      -4.735764505457e+03       1.077268286407e+00      -1.266501202900e+02       5.891639636015e-02       2.337796095004e-04       5.504570454770e-04      -2.853606390947e-05       4.600079024635e-08      -2.852310344746e-05 
       8.518353756531e+03       3.202662636103e-01      -3.026458456784e-01      -1.399730798488e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.665051851166e+03       1.077262501751e+00       7.728507397397e-02       7.460282076653e-02      -2.984112830661e-01      -2.291537831284e-07       0.000000000000e+00      -4.740374970345e+03       1.077802179208e+00      -1.269024958729e+02       5.901149577526e-02       2.333223910845e-04       5.493464787379e-04      -2.855955627974e-05       4.602096149391e-08      -2.854659515422e-05 
       8.522631819170e+03       3.205904996620e-01      -3.026387447132e-01      -1.396766870949e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.669662308457e+03       1.077796885848e+00       7.729255201297e-02       7.460265795395e-02      -2.984106318158e-01      -2.282688319062e-07       0.000000000000e+00      -4.744987734836e+03       1.078336111051e+00      -1.271552814949e+02       5.910672644906e-02       2.328662606358e-04       5.482385736716e-04      -2.858305586778e-05       4.604009097114e-08      -2.857009436845e-05 
       8.526909881809e+03       3.209149384858e-01      -3.026316579069e-01      -1.393985812554e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.674275054422e+03       1.078331308458e+00       7.730004914833e-02       7.460249567351e-02      -2.984099826940e-01      -2.275622015675e-07       0.000000000000e+00      -4.749602786065e+03       1.078870081839e+00      -1.274084754159e+02       5.920209152315e-02       2.324112074440e-04       5.471333237988e-04      -2.860655838432e-05       4.605826422884e-08      -2.859359677646e-05 
       8.536659853792e+03       3.216551132888e-01      -3.026155560477e-01      -1.388080933266e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.684795349953e+03       1.079549418802e+00       7.731720576285e-02       7.460212699240e-02      -2.984085079696e-01      -2.263681338645e-07       0.000000000000e+00      -4.760128329055e+03       1.080087163876e+00      -1.279868716372e+02       5.941989339983e-02       2.313776497454e-04       5.446242752048e-04      -2.866011372134e-05       4.609745613649e-08      -2.864715247696e-05 
       8.546409825775e+03       3.223963438446e-01      -3.025995216002e-01      -1.382524610621e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.695327031349e+03       1.080767722365e+00       7.733446052360e-02       7.460175966071e-02      -2.984070386428e-01      -2.254990121710e-07       0.000000000000e+00      -4.770665248311e+03       1.081304441273e+00      -1.285673072033e+02       5.963837869398e-02       2.303494036742e-04       5.421288969790e-04      -2.871364926066e-05       4.613491552851e-08      -2.870068884441e-05 
       8.556159797759e+03       3.231386319817e-01      -3.025835545215e-01      -1.376837833617e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.705870444385e+03       1.081986226128e+00       7.735181415083e-02       7.460139373878e-02      -2.984055749551e-01      -2.244757754897e-07       0.000000000000e+00      -4.781213889338e+03       1.082521921073e+00      -1.291498500550e+02       5.985757074800e-02       2.293265981957e-04       5.396470959143e-04      -2.876716388058e-05       4.617317057110e-08      -2.875420404616e-05 
       8.565909769742e+03       3.238819795834e-01      -3.025676575464e-01      -1.370582575517e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.716425714069e+03       1.083204933426e+00       7.736926794179e-02       7.460102998526e-02      -2.984041199410e-01      -2.228604790454e-07       0.000000000000e+00      -4.791774377060e+03       1.083739606628e+00      -1.297345290823e+02       6.007748057405e-02       2.283092560334e-04       5.371787719936e-04      -2.882067657877e-05       4.621449631676e-08      -2.880771644245e-05 
       8.580387669211e+03       3.249877476516e-01      -3.025441909879e-01      -1.359902125595e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.732121330294e+03       1.085014991477e+00       7.739537380950e-02       7.460049645307e-02      -2.984019858123e-01      -2.190267578347e-07       0.000000000000e+00      -4.807477723291e+03       1.085548151567e+00      -1.306066909693e+02       6.040536096003e-02       2.268086136286e-04       5.335381950252e-04      -2.890020400407e-05       4.628322687429e-08      -2.888724131762e-05 
       8.593788200126e+03       3.260133208216e-01      -3.025226292315e-01      -1.348915042360e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.746672328498e+03       1.086690762270e+00       7.741974169697e-02       7.460001244711e-02      -2.984000497885e-01      -2.143309521261e-07       0.000000000000e+00      -4.822035856776e+03       1.087222526192e+00      -1.314181941147e+02       6.071027030046e-02       2.254302316269e-04       5.301946121586e-04      -2.897396867559e-05       4.635260739206e-08      -2.896100197924e-05 
       8.602638490817e+03       3.266917581217e-01      -3.025084747413e-01      -1.341520768837e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.756294755808e+03       1.087797730331e+00       7.743594447656e-02       7.459969862928e-02      -2.983987945171e-01      -2.110675240927e-07       0.000000000000e+00      -4.831662986283e+03       1.088328574450e+00      -1.319563902512e+02       6.091240162716e-02       2.245254318176e-04       5.279999980990e-04      -2.902278786492e-05       4.639915526208e-08      -2.900981829986e-05 
       8.611488781508e+03       3.273710756549e-01      -3.024943885868e-01      -1.334527411550e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.765926982006e+03       1.088904872028e+00       7.745223460247e-02       7.459938953917e-02      -2.983975581567e-01      -2.081858597294e-07       0.000000000000e+00      -4.841299906544e+03       1.089434798155e+00      -1.324963784091e+02       6.111513720905e-02       2.236250069823e-04       5.258161443829e-04      -2.907168297895e-05       4.644367128106e-08      -2.905871109904e-05 
       8.620339072199e+03       3.280512748193e-01      -3.024803667710e-01      -1.328203200759e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.775569007754e+03       1.090012188408e+00       7.746861149020e-02       7.459908423381e-02      -2.983963369352e-01      -2.059542464644e-07       0.000000000000e+00      -4.850946618239e+03       1.090541198351e+00      -1.330381636718e+02       6.131847942195e-02       2.227289320104e-04       5.236429882160e-04      -2.912062955407e-05       4.648481197997e-08      -2.910765628675e-05 
       8.629189362890e+03       3.287323569804e-01      -3.024664046044e-01      -1.322587338942e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.785220834362e+03       1.091119680499e+00       7.748507438310e-02       7.459878159683e-02      -2.983951263873e-01      -2.044119061643e-07       0.000000000000e+00      -4.860603122694e+03       1.091647776063e+00      -1.335817513001e+02       6.152243063174e-02       2.218371820377e-04       5.214804737534e-04      -2.916959725268e-05       4.652241157552e-08      -2.915662356936e-05 
       8.640381016207e+03       3.295948873145e-01      -3.024488288786e-01      -1.316124085253e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.797440107257e+03       1.092520415189e+00       7.750601505202e-02       7.459840149293e-02      -2.983936059717e-01      -2.030725525752e-07       0.000000000000e+00      -4.872828299398e+03       1.093047357049e+00      -1.342717359227e+02       6.178121359417e-02       2.207156682720e-04       5.187610041349e-04      -2.923150941863e-05       4.656683595915e-08      -2.921853605381e-05 
       8.649100382980e+03       3.302678628264e-01      -3.024351982808e-01      -1.311090604636e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.806973272723e+03       1.093611960566e+00       7.752242662152e-02       7.459810752530e-02      -2.983924301012e-01      -2.020099506251e-07       0.000000000000e+00      -4.882366053654e+03       1.094138005995e+00      -1.348117408187e+02       6.198364794104e-02       2.198476423639e-04       5.166539188772e-04      -2.927973144900e-05       4.660151729620e-08      -2.926675829190e-05 
       8.654931346718e+03       3.307183871744e-01      -3.024261129883e-01      -1.307540447711e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.813353422641e+03       1.094342008069e+00       7.753344816898e-02       7.459791190682e-02      -2.983916476273e-01      -2.011050269581e-07       0.000000000000e+00      -4.888749268187e+03       1.094867454929e+00      -1.351737846027e+02       6.211933197836e-02       2.192693090855e-04       5.152504848617e-04      -2.931197524590e-05       4.662567367430e-08      -2.929900194941e-05 
       8.660762310455e+03       3.311692972667e-01      -3.024170525543e-01      -1.303726860802e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.819737940979e+03       1.095072135589e+00       7.754450757331e-02       7.459771728148e-02      -2.983908691259e-01      -1.999284761810e-07       0.000000000000e+00      -4.895136847563e+03       1.095596984675e+00      -1.355366413181e+02       6.225527251479e-02       2.186928613026e-04       5.138515596102e-04      -2.934422429428e-05       4.665117195113e-08      -2.933125047733e-05 
       8.666593274193e+03       3.316205935002e-01      -3.024080183343e-01      -1.299630875829e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.826126734389e+03       1.095802341777e+00       7.755560523955e-02       7.459752400544e-02      -2.983900960218e-01      -1.984613561278e-07       0.000000000000e+00      -4.901528698514e+03       1.096326593869e+00      -1.359002951615e+02       6.239147757442e-02       2.181182463256e-04       5.124571282202e-04      -2.937648655151e-05       4.667809762195e-08      -2.936351180982e-05 
       8.679877128668e+03       3.326501614961e-01      -3.023875378309e-01      -1.289583402133e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.840695483812e+03       1.097466127382e+00       7.758103062070e-02       7.459708959320e-02      -2.983883583728e-01      -1.943725114303e-07       0.000000000000e+00      -4.916104402017e+03       1.097989021979e+00      -1.367313874204e+02       6.270268667970e-02       2.168151630549e-04       5.092970896661e-04      -2.945005645099e-05       4.674304855122e-08      -2.943707857368e-05 
       8.693160983144e+03       3.336817405871e-01      -3.023672039219e-01      -1.278962329077e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.855285426092e+03       1.099130307934e+00       7.760665867838e-02       7.459666510459e-02      -2.983866604183e-01      -1.896680161306e-07       0.000000000000e+00      -4.930701281116e+03       1.099651848874e+00      -1.375664531885e+02       6.301524823496e-02       2.155210542275e-04       5.061600904000e-04      -2.952375981792e-05       4.681087649558e-08      -2.951077797227e-05 
       8.702998262665e+03       3.344469694581e-01      -3.023522396275e-01      -1.271161670745e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.866103948164e+03       1.100362970176e+00       7.762576891555e-02       7.459635709751e-02      -2.983854283900e-01      -1.862218332596e-07       0.000000000000e+00      -4.941524928811e+03       1.100883511208e+00      -1.381874945049e+02       6.324761601299e-02       2.145686103416e-04       5.038517213277e-04      -2.957843532973e-05       4.686080684254e-08      -2.956545060688e-05 
       8.712835542185e+03       3.352133060632e-01      -3.023373544821e-01      -1.263837208173e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.876934580478e+03       1.101595861511e+00       7.764499165677e-02       7.459605439068e-02      -2.983842175627e-01      -1.832289634974e-07       0.000000000000e+00      -4.952360676936e+03       1.102115404815e+00      -1.388108223292e+02       6.348076459559e-02       2.136212219868e-04       5.015557822608e-04      -2.963318001237e-05       4.690843755753e-08      -2.962019303059e-05 
       8.722672821706e+03       3.359807523869e-01      -3.023225443400e-01      -1.257148653862e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.887777347148e+03       1.102828983897e+00       7.766432646917e-02       7.459575602162e-02      -2.983830240865e-01      -1.808492195763e-07       0.000000000000e+00      -4.963208549609e+03       1.103347531653e+00      -1.394364485078e+02       6.371469836553e-02       2.126788663442e-04       4.992722014911e-04      -2.968796811881e-05       4.695301847858e-08      -2.967497970218e-05 
       8.732510101227e+03       3.367493104691e-01      -3.023078048343e-01      -1.251004332868e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.898632249682e+03       1.104062338823e+00       7.768377285442e-02       7.459546097307e-02      -2.983818438923e-01      -1.789909996906e-07       0.000000000000e+00      -4.974068548359e+03       1.104579893204e+00      -1.400643806264e+02       6.394942037216e-02       2.117415112896e-04       4.970009012829e-04      -2.974277268490e-05       4.699502456024e-08      -2.972978352406e-05 
       8.743554258651e+03       3.376134857444e-01      -3.022913388258e-01      -1.244351556603e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.910833336542e+03       1.105447285738e+00       7.770573809405e-02       7.459513318388e-02      -2.983805327355e-01      -1.771231755088e-07       0.000000000000e+00      -4.986275345030e+03       1.105963727455e+00      -1.407721071203e+02       6.421388241217e-02       2.106950737377e-04       4.944654762370e-04      -2.980429977902e-05       4.704108738218e-08      -2.979131005897e-05 
       8.754598416075e+03       3.384790679785e-01      -3.022749580846e-01      -1.237452022320e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.923049721088e+03       1.106832529611e+00       7.772784461988e-02       7.459480883773e-02      -2.983792353509e-01      -1.749801741494e-07       0.000000000000e+00      -4.998497427113e+03       1.107347861389e+00      -1.414827600051e+02       6.447934634971e-02       2.096548528072e-04       4.919452988438e-04      -2.986582795348e-05       4.708841927530e-08      -2.985283729538e-05 
       8.765642573498e+03       3.393460600761e-01      -3.022586666497e-01      -1.229897361957e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.935281406158e+03       1.108218072557e+00       7.775009429053e-02       7.459448904809e-02      -2.983779561924e-01      -1.721538201823e-07       0.000000000000e+00      -5.010734797477e+03       1.108732297111e+00      -1.421963502580e+02       6.474581714657e-02       2.086208042152e-04       4.894402668104e-04      -2.992738064175e-05       4.713894191800e-08      -2.991438813802e-05 
